	正解	予測	予測確率(ポジティブ)	単語列
1969	1	1	0.5022125608526102	lion king roar success releas year ago imax seem better bigger
1970	1	1	0.6372902091008636	satisfi niblet
1971	0	0	0.16672097953279802	laughabl rather unlaugh excus film
1972	0	1	0.6273010418658612	safe conduct howev ambiti well intent fail hit entertain bull eye
1973	0	1	0.6036065082634217	play checklist rob reiner cast send
1974	1	0	0.30350280365752386	convers hold goodwil close rel slow come point
1975	0	0	0.2379757132870626	lazi miser smug biggest disappoint year
1976	0	0	0.13235894194166306	play straight face fashion littl humor lighten thing heavi hand film almost laughabl consequ
1977	1	1	0.6272848924949495	challeng film alway narr cohes one
1978	1	1	0.8118545123179784	astonishingli skill move becom histor signific work well master make one
1979	0	0	0.44877419282536324	offens way exploit hot button issu domest abus cheap thrill disgust manner repeatedli put small child jeopardi treat littl prop cruelli torment
1980	1	0	0.1290913865581229	film problem short disappoint want stori go
1981	0	0	0.23955863497046162	problem deriv plenti funni movi recycl old trope problem van wilder littl actual funni materi
1982	0	0	0.3233030468777838	dialogu heavi cerebr good rate cerebr raci subject matter
1983	1	1	0.6682711103875862	ramsay morton fill charact studi poetic forc buoyant feel
1984	0	0	0.2691810068663946	sure wors poor act ensembl cast flat dialogu vincent nebrida gutless direct lauric guillen
1985	1	1	0.5616567516845655	energet boldli provoc
1986	0	0	0.31558173521845084	wildli uneven hit miss enterpris help suspect improvis day day basi product
1987	1	1	0.7835162078851923	funni touch film gorgeous act british cast rival gosford park
1988	0	0	0.13114354033948752	thing possibl make less interest alreadi get full monti scrappi jovial team
1989	1	0	0.46126482677693864	mind set goofi comedi trooper entertain gross bawdi comedi head game
1990	1	1	0.8052862030992131	lee jeong hyang tell lovingli film beauti help captiv
1991	0	0	0.3648191184541318	relianc genr convent charact type formula conflict resolut crush goodwil otherwis develop
1992	1	1	0.7779263424336204	new film bill plympton anim master alway welcom
1993	0	1	0.6108904866590674	high drama disney style wing prayer hunki pursu castl sky
1994	0	0	0.4626388478597347	director chri eyr go pace usual high melodramat style filmmak
1995	0	0	0.21964088958693542	anoth big dumb action movi vein xx transport riddl plot hole big enough titular hero drive sleek black bmw
1996	0	0	0.4646002297105148	well mean inert
1997	1	0	0.36569259709547264	gener enorm feel empathi charact
1998	1	1	0.5571064010471715	swallow absurd cruditi lagaan realli enorm good fun
1999	1	1	0.7601194491659119	bold lyric first featur raja amari expand pat notion middl age woman want fun rous treatis sensual empower
2000	0	0	0.4021101239778497	well unnam easili substitut forc serv whatev terror hero horror movi tri avoid exist hush line back come
2001	1	0	0.3158115894135114	narc get origin wear b-movi heritag badg honor
2002	1	1	0.5732074214281591	pick swing around drop back seat emot forc recent film
2003	1	1	0.6339090007332315	lot credit film win tone go grant lose bit dri humor first make audienc side atlant love
2004	0	0	0.19967618178671248	rather thinli conceiv movi
2005	1	1	0.8948532055211209	meld deriv element often quit rich excit alway beauti behold
2006	1	0	0.4092961744198354	take care nice perform quintet actress nonetheless drag minut length
2007	0	0	0.27625471989653044	minor report exactli titl indic report
2008	0	0	0.464763950788531	director john musker ron clement team littl mermaid produc sparkl retina candi abl muster lot emot reson cold vacuum space
2009	0	0	0.4881918982082263	film convinc calvin jr barbershop repres sort beacon hope middl chicago south side
2010	1	1	0.6865015965054526	jack nicholson make man watchabl tribut craft legend
2011	0	0	0.43382790857944803	action reason well stori charact comedi bit rag ever fit smoothli togeth
2012	0	1	0.6147739853714478	gunfest rock concert
2013	0	0	0.2433156435442759	flat misguid comedi
2014	1	0	0.45123287833084336	direct sure measur hand hanek steer clear sensat offer instead unflinch object look decidedli pervers patholog
2015	1	1	0.6664230337706893	refresh absenc cynic stuart littl quit rariti even famili film market eventu win
2016	1	1	0.6483923894466936	watch gentl mesmer portrait man come term time bare realiz mind blow
2017	0	0	0.3362737589200821	interest poignant turn affect bore
2018	0	0	0.11863832223532172	possess end honor interest failur fall far short poetri bad prose
2019	1	0	0.47821255450450023	like extrem action pack film hint humor tripl mark spot
2020	0	0	0.4729572825783132	terribl film mean also far realiz work
2021	0	0	0.28885029453556704	tri figur rule countri bear univers bear bear human hairier tax einstein brain
2022	1	1	0.6649087255076259	aggress impress american counterpart bedroom moretti film make quieter observ
2023	1	0	0.45495571007830643	dazzlingli self assur directori debut hard know prais first
2024	0	0	0.21063727084071263	better understand connect requir anoth view sit one commentari enough
2025	1	1	0.6385788131173761	precoci smarter wayward teen struggl rebel oppress right wing proprieti obsess famili els see
2026	0	0	0.16599558849086404	sort burli action flick coincid pummel anoth narr necess drunken roundhous whatev pass logic factor last plot devic leav stand
2027	0	0	0.4113137454081709	van wilder bring new proverbi tabl possess coher absent recent crass thon tomcat freddi finger slacker
2028	1	1	0.7600909356927051	somehow manag make way crappola radar find small place heart
2029	1	1	0.6473619794069986	egoyan work ararat fierc intellig uncommonli ambiti
2030	0	1	0.5455368697257295	charact interest relationship yosuk saeko worth watch develop enough stori fill hour
2031	1	1	0.705799082087366	superbl photograph stage mend seri rivet set piec like mainstream audienc rare see
2032	1	1	0.8793178781138086	smart fun far witti wise
2033	0	1	0.8081692749451381	keep think enjoy
2034	0	0	0.33107076876937674	start tart littl lemon drop movi end bitter pill
2035	1	0	0.43667069300301203	director breet morgen nanett burstein put togeth bold biograph fantasia
2036	1	1	0.5699388024737432	culmin effort give life select appear final form last danc
2037	0	0	0.3084881259184969	mani time indi filmmak subject bore self import stori horribl
2038	1	1	0.6549370234905875	post philosoph messag person freedom first palat intend
2039	0	0	0.20629040224862266	none crackl fatal attract week even indec propos feel lyne stolid remak lolita
2040	1	0	0.38096116038150674	realli quit funni
2041	0	0	0.40533334630874285	buri interest storylin moral choic make mountain clich borrow imag accur titl mo chip old block
2042	1	1	0.7689499998730456	offer enough play fun entertain preschool set embrac wholesom attitud
2043	1	1	0.665223103635576	teen flick swim take time tell stori cast mostli littl know perform key role introduc intrigu ambigu
2044	0	0	0.19743183257432736	enjoy even level enjoy bad slasher flick primarili dull ye dull
2045	1	1	0.8834419962247748	rivet perform incred flexibl cast make love joy behold
2046	1	1	0.8393964394087344	simpl poignant leaven humor film affirm nourish aspect love companionship
2047	0	0	0.28687541717500753	charact wander predict treacher situat even know better
2048	1	1	0.8620168460216342	skill weav element plot power evoc mood combin heat sexual haunt sens malais
2049	1	1	0.5011298871498424	simmer psycholog drama burst sudden violenc startl slow buildup preced
2050	0	0	0.2592731669571302	even intent low standard frat boy humor soror boy bowser
2051	0	0	0.26619250073578415	excel minut film unfortun run
2052	0	0	0.2770065082451149	approach usher say sit ask rais
2053	0	0	0.08346468646868115	realli add much
2054	0	1	0.5651366468633138	bless sear lead perform ryan gosl murder number movi power provoc also build faulti premis follow melodrama silli
2055	0	1	0.7232214832828501	portrait alien perfect certainli succeed alien viewer
2056	1	1	0.6835411619062579	arliss howard ambiti move adventur directori debut big bad love meet mani challeng pose forgiv film flaw
2057	0	0	0.3996319703735926	bottom line nemesi film seri fan undoubtedli enjoy uncommit wast time
2058	1	1	0.599413935706708	particularli subtl howev still manag build terrifi obviou conclus
2059	0	0	0.4441892114900419	unspool highbrow low key minut infomerci blend entrepreneuri zeal testimoni satisfi custom
2060	1	0	0.4599211180416661	lavishli exhilaratingli tasteless
2061	1	1	0.7298602545373758	buy popcorn take serious enjoy ride
2062	1	1	0.7076994041000302	real life hollywood fairi tale engag usual fantasi holli wood produc
2063	1	1	0.7563358888071046	ingeni often harrow look damag peopl famili offer despair consol
2064	0	1	0.5048941579137615	silli frighten stolid funni project lazi affabl nomin star david arquett
2065	1	0	0.48621764757660607	solidli seaworthi chiller
2066	1	1	0.7624901607119233	kinnear aim sympathi rather deliv perform strike skill depth
2067	0	0	0.22372206953325396	start smack hallmark hall fame letter word throw gener hear televis
2068	1	1	0.5984609432330307	director claud chabrol becom master innuendo see think see
2069	1	1	0.7537436260441934	ecolog mind wildlif friendli film teach good ethic entertain unconvent wacki love famili
2070	0	1	0.5238419813547733	sex stranger shock mani unblink frank miss moral filmmak point deem necessari document emot miseri
2071	1	0	0.4414998038620743	appealingli juvenil trifl deliv share laugh smile
2072	1	1	0.9052192813100458	smart compel drama
2073	0	0	0.46350297387669476	show charact act give feel remors cut repeatedli flashback origin rape overkil highest degre
2074	1	0	0.4599211180416661	aunqu recurr falla guión
2075	0	1	0.5185987774935374	dim wit lazi spin anim planet documentari seri crocodil hunter entertain opportun glare
2076	1	1	0.5244400163751658	like prefer keep watch
2077	0	0	0.48543094380066076	strang come kingdom mild wild
2078	1	1	0.8012374364892116	ya ya everywher forgiv flaw love film
2079	1	1	0.6878110908459917	tempt regard mo andrew collabor oddbal earnhart quizzic charm movi allow see final artist
2080	0	0	0.20683426743040534	complet creativ stillborn execut manner sure singl io wors soulless hunk exploit garbag
2081	0	1	0.5036900722110842	undoubtedli play well european market mo besson brand name asia shu institut american audienc probabl find familiar insuffici cathart
2082	1	1	0.8656269840315557	wonder sober heart feel drama
2083	0	1	0.6892491899422136	strong perform never rise level telanovela
2084	1	0	0.48719323479035037	hit park make anymor depart
2085	1	1	0.6866288862817874	best pierc brosnan jame bond film date
2086	0	0	0.27294751595999683	charact gener plot bland even rogu cia assassin work chri cooper agenc boss close resourc amnesiac feel much damon bourn predica
2087	1	1	0.7645187862922215	enchant film present audaci tour past take warm embrac bounti cultur artifact st petersburg hermitag museum
2088	0	0	0.2984170045363627	excruci end day collater damag present schwarzenegg tragic figur sympathi realli belong viewer forc watch tri mani complic facial express
2089	1	1	0.8412504580907781	quietli move look back iranian american
2090	0	0	0.367822706752126	come silli surpris ba murdock rest a-team see give chase black red van
2091	1	1	0.5216242376903681	anderson use hit miss aesthet hit often enough keep film entertain even none make lick sens
2092	0	0	0.18931914468389555	gimmick search movi get carvey mani silli costum deliv mani silli voic possibl plot mechan dam
2093	1	1	0.875989662833618	give intrigu twist french come age genr
2094	1	1	0.5348025163200029	washington overcom script flaw envelop audienc charact anguish anger frustrat
2095	1	1	0.5427987660509564	woodman seem directli influenc girl meet girl love stori even reassur maker actual seem understand make romant comedi pertin endur
2096	1	0	0.47832127859708207	film seem thirsti reflect take adolesc qualiti
2097	0	0	0.15123974350532224	film much better
2098	1	0	0.3153634735211433	lovabl old school holli wood confect
2099	1	1	0.8757727142467114	nicola philibert observ life room schoolhous northern franc documentari easili best film year
2100	1	0	0.36145356120485084	staggeringli unorigin term gender bend comedi gener quit funni
2101	1	0	0.3286776259902303	bodic ripper intellectu
2102	1	1	0.7194241622044165	underestim charm deliv goodi lump coal
2103	0	0	0.3179549907994183	impostor step director gari fleder
2104	1	1	0.8067854283960613	view term treasur planet better averag famili entertain true fan stevenson novel like prefer disney faith live action swashbuckl classic
2105	0	0	0.4362814861432325	appar romant comedi fresh point view figur present holli wood program
2106	0	0	0.4495888946608165	bear resembl share weak mani recent action fantasi extravaganza special effect overpow cogent stori tell visual clariti big action sequenc
2107	1	1	0.533203804095896	holli wood sheen bedevil film begin lohman moist deepli emot eye shine bogu veneer
2108	1	1	0.7583463127546614	open mind kid kid read kid dream comfort way deal big issu death destini
2109	1	1	0.63447801795673	minut roll music back beat supercharg cartoon warfar also clearli great fun
2110	1	0	0.4599211180416661	ver sinai realment desaponta
2111	1	1	0.719780281871001	deftli entertain film smartli play smartli direct
2112	1	0	0.4828609341982382	no-brain least funni brainer
2113	0	1	0.6000319423683184	incoher featur recent memori
2114	1	1	0.8858904271779046	miyazaki creat vibrant color world almost imposs sweep away sheer beauti imag
2115	0	1	0.5791172520331888	labut avoid fatal mistak modern era chang male academ lower class brit american choic upset novel exquisit balanc shred fabric film
2116	0	0	0.24779653173885635	lazi take advantag semi-humor premis
2117	0	0	0.49336076635519605	overal feel film pretti cheesi still real sens star trek tradit honor best give embarrass script weak direct
2118	0	1	0.6476655117651743	much cast charm especi allodi nolden perform sunk film primit approach mechan comedi
2119	1	0	0.43668884839739014	legendari irish writer brendan behan memoir borstal boy give love screen transferr
2120	0	1	0.5439009215098425	nightmar date half form wit great disservic lack critic distanc sad trust liber art colleg bumper sticker platitud
2121	1	1	0.7107155962697466	funni peril slight
2122	1	1	0.7324144380018947	moor provid invalu servic spark debat encourag think better still remain savag hilari social critic side jonathan swift
2123	1	1	0.622516422258906	level matur display year old first time featur director astonish consid inexperi subject matter
2124	0	0	0.24875894093619486	pain slow clich ride film fill hole clyde barrow car
2125	0	0	0.448784500061483	tediou parabl honesti good sportsmanship
2126	1	1	0.7786228290886867	borstal boy especi realist engag nostalgia piec
2127	1	0	0.4303522349318227	os de chuck barri charli kaufman são complementar igualment fascinant
2128	1	1	0.5473270436635882	enough pander basest desir payback mani reveng fantasi ultim deliv
2129	1	0	0.39269832826185114	enough fine tune act compens movi fail
2130	0	0	0.35686844055721534	movi fail portray literarili talent notori subject much dirti old man
2131	1	1	0.9146103532400828	turn grip amus tender heart wrench laissez passer earmark french cinema best
2132	1	0	0.3841040452978972	weighti ponder everi bit fill treat titl
2133	0	0	0.16528618839194537	guess cast crew sign pact burn neg script pretend whole thing never exist
2134	0	0	0.3073612616658992	movi laughter self exploit merg jolli soft pear empower
2135	1	1	0.8340853473101116	remark solid subtli satir tour de forc
2136	1	1	0.5412864285564307	tour de forc write direct quietli implos rather explos fear
2137	1	1	0.8047288162359792	skin desol air eyr nativ american rais white parent manag infus rocki path sibl reconcili flash warmth gentl humor
2138	0	1	0.6474800758370124	crocodil hunter fan enjoy least real portion film look stori bother
2139	1	1	0.5337621036109804	bound appeal woman look howlingli trashi time
2140	0	0	0.3910604917532265	work love stori requir full emot involv support viewer make almost imposs event set plot motion
2141	0	0	0.16743238564796367	guilti worst sin attribut movi scari slightest
2142	1	1	0.5195913168914962	bond save latest eccentr super wealthi megalomaniac bent world domin destruct
2143	0	0	0.1875345191122305	bullock complet lack focu abil quickli derail film
2144	0	0	0.46893614631966063	even elvi person find excit dvd
2145	0	0	0.3141814489883562	unfortun writer mo montia nearli good crew director actor
2146	0	0	0.06826453407266368	loud silli stupid pointless
2147	1	1	0.5155234950163671	passion inquisit film determin uncov truth hope inspir action
2148	1	1	0.7834703945904918	film sever strong perform
2149	0	1	0.5057473542234783	close phantom menac comfort
2150	1	0	0.45113135987342745	somehow manag escap shackl clich best espionag pictur come week
2151	0	0	0.23635957709334982	hate padr amaro anti-cathol hate lousi
2152	0	0	0.472932518146824	call gutterbal
2153	0	0	0.38956789490534266	film take long get good stuff take long figur next
2154	1	0	0.24623860822991514	return never land anoth shameless attempt disney rake dough babi boomer famili half bad
2155	1	0	0.4514684934361072	sweet temper comedi forgo knee jerk misogyni pass humor mani teenag comedi
2156	1	0	0.3917777793403695	charl entertain film chronicl seinfeld return stand comedi wrap legendari sitcom wannab comic adam attempt get shot big time
2157	0	0	0.3475752470179994	movi fail live sum part
2158	1	1	0.787588074633774	sayl knack cast often resurrect perform rare work movi draw flavor perform bland actor
2159	1	1	0.6409684136534655	enthral play film constantli frustrat desir know truth man deconstruct format biographi manner derrida doubtless give bless
2160	1	1	0.7542269744146538	director mo ratliff wise reject temptat make fun subject
2161	0	0	0.18235969961985476	collater damag go number rep decent action entertain silli showdown end forc viewer total suspend disbelief
2162	1	1	0.8782378053161635	beauti watch hold certain charm
2163	1	1	0.7385013770614146	hugh grant good line charm never charm boy
2164	1	1	0.6524749727496769	surround hyper artifici hayn make see familiar issu racism homophobia fresh way
2165	0	0	0.20498847663292208	stupid satir obvious hate classifi otherwis frank novak irrit slice lumpen life reliabl soul kill titl nearli meaningless
2166	1	1	0.7823981956038071	good movi good actress expect light romant comedi good gosh shock
2167	1	1	0.7619399069770053	use endear cast writer director dover kosashvili take slightli dark look relationship sexual kindr
2168	0	1	0.6155424368849499	funniest american comedi graffiti bridg
2169	1	1	0.6716735722798325	buy mo broomfield find film acquir undeni entertain valu slight pale mo broomfield continu forc peopl situat make lesser man run cover
2170	1	1	0.7757752626555715	unflinch look world dispossess
2171	0	0	0.32170832208758093	thing distinguish randal wallac film fact distinguish randal wallac film
2172	1	1	0.9159008086003458	first tunisian film ever see also probabl good heart sensual entertain like see year
2173	0	0	0.19772967536010544	dawdl drag pop even virtu enough mindless violenc break tedium gener bond
2174	1	1	0.7193846419866716	special effect mani scene weightless look good better origin oscar win sound jame horner rous score make good use hefti audio system
2175	0	0	0.25417085083778324	titl charact esther kahn unusu unfortun also irrit
2176	0	0	0.4878523532105875	cold scatter minor report command interest almost sole exercis gorgeou visual vintag spielb final minim satisfi
2177	0	0	0.28393145252296836	rip twice remov model seagal earlier copycat sieg sometim refer die hard boat
2178	1	0	0.29234476461036324	grant hoult carri movi believ peopl flaw assur wrong thing scare admit much realli need compani
2179	1	0	0.41236348376789755	stori feel seriou read fill heavi dose alway entic sayl dialogu
2180	0	0	0.17324607715147933	bore parad talk head technic gibberish littl advanc linux caus
2181	1	1	0.7626435548853646	young hank fisk vagu resembl celebr parent bring fresh good look eas front camera work
2182	1	1	0.8027755039768996	master flawless film wang emerg front rank china numer world renown filmmak
2183	1	1	0.7959580619085765	leigh dare deni hardscrabbl life peopl econom fring margaret thatcher ruinou legaci insist import moment peopl connect express love
2184	0	1	0.5692339204561987	meander power moment
2185	1	1	0.5968942844597348	saddl unwieldi cast charact angl payoff power revelatori
2186	0	0	0.38241771419274273	enough sustain comedi
2187	1	1	0.7877773035669958	marvel journey childhood ideal adolesc self absorpt
2188	0	1	0.5058955328192337	brisk hack job
2189	0	1	0.501499027532503	go websit fun scari go film
2190	0	1	0.7475051904897476	film surprisingli well direct breet ratner keep thing move well least problemat third act
2191	0	1	0.6730003877523383	girl go wild video boho art hous crowd burn sensat definit cultur document maker remov inquisit enough
2192	0	0	0.17257507261410857	realli want understand stori realli far better serv sourc materi
2193	0	1	0.5093940842540992	direct kevin bray crisp frame edgi camera work wholesal ineptitud act tone pace obvious mark video helmer make featur debut
2194	1	1	0.5916697647538937	script manag rare trick seem refreshingli differ reassuringli familiar
2195	1	1	0.6013743840816166	testament de niro director michael caton jone movi end accept charact film flaw
2196	1	1	0.7235648918880273	charm spare mani romant comedi alien either gender audienc
2197	1	1	0.6950948209958613	interact eyebal eyebal toe toe hopkin norton win combin fienn steal red dragon right nose
2198	0	0	0.24848988096644883	stori moldi obviou
2199	0	0	0.3464576379403536	impecc film sexual charg ultim lack substanc mention drag leaden close act
2200	1	1	0.5970257863038894	overal wacki inspir littl film work effortlessli deliv genuin acerb laugh
2201	0	0	0.2262029588672452	alreadi thin stori boil surviv invad seek exist anti-viru kind movi
2202	1	1	0.7263499140608262	pleasant enough movi hold togeth skill ensembl actor
2203	1	1	0.7409881114595163	huge accomplish slice hitchcockian suspens
2204	0	0	0.34483776428127905	bray complet sea savag garden music video resum clue make movi
2205	0	1	0.5637808418821155	even hastili amateurishli draw anim engag
2206	0	0	0.2234152407666305	plot hole larg obviou march band well stomp clown cloth play colleg footbal fight song untun instrument
2207	0	0	0.3462805688844156	everi articul player skateboard toni hawk bmx rider mat hoffman half dozen young turk angl see mani time work word radic suck sentenc
2208	0	1	0.610137311892692	grant cari bullock katherin
2209	0	0	0.49296300026980205	word frankli dear give damn never appropri
2210	0	1	0.6115406878816454	littl ponder work shallow entertain remot incis enough qualifi drama monsoon wed serv mostli whet appetit bollywood film
2211	0	0	0.23812462778365118	transport bombard viewer mani explos side snap kick end surprisingli dull
2212	1	1	0.6131567258047859	jaw droppingli beauti work upend nearli everi cliché japanes anim deliv satisfactori amount carnag
2213	0	0	0.38856310694918794	highfalutin titl corkscrew narr movi turn much shaggi human tale
2214	1	1	0.7315075311852292	saigon uneasi mix sensual delight simmer violenc quiet american bring right center world
2215	1	1	0.8532301222568733	poignant gentli humor parabl love charact commun rather beauti human natur
2216	1	1	0.5146474971505317	compel allegori last day germani democrat weimar republ
2217	0	1	0.5372726343441836	stori alon forc scratch hole head
2218	1	1	0.5603682192907024	go movi littl chew whale blubber acquir tast take time enjoy worth even take hour get
2219	1	1	0.5341700525270957	keenli observ refreshingli natur swim get detail right promenad bare clad bodi myrtl beach adrenalin jolt sudden lunch rush diner
2220	0	1	0.5045124810024357	watch junk induc kind abstract guilt pay due good book unread fine music never hear
2221	0	0	0.36709525888177413	bedevil labor write slack direct
2222	1	1	0.9049677193518293	somewhat clumsi letharg pace stori mysteri creatur psychic abil offer solid build terrif climax nice chill way
2223	1	1	0.5780512576772341	tone err shrill side temper soft southern gentil speak beauti grace closet full skeleton
2224	1	1	0.6901899877325832	cast raymond barri assassin greatli enhanc qualiti neil burger impress fake documentari
2225	1	1	0.5358267641660608	need mind bend drug see final part qatsi trilog direct godfrey reggio music philip glass
2226	0	0	0.21295265850874298	enough bad movi mediocr perform overst effect come parodi
2227	1	1	0.6688765130276576	warm heart make feel guilti
2228	0	1	0.5464279274739993	pleasant recycl jock piffl
2229	1	1	0.7528639913321922	movi infecti exuber engag pass interest skate surf cultur beach scene imagin sometim illeg way kid make playground refus adult
2230	1	1	0.6486931983279104	literari purist pleas far mainstream matine style entertain go bang job pleas crowd
2231	0	0	0.4678742070664318	see robin william psycho killer think hmmmmm see movi think zzzzzzzzz
2232	0	0	0.30439290883729136	materi slight movi better think
2233	1	0	0.304549054960983	brutal dri satir middl american numb
2234	1	0	0.36271805870144597	take complet moron foul screen adapt oscar wild classic satir
2235	0	0	0.2992978197010577	contriv pastich caper clich
2236	0	0	0.2619117388785407	wallac get bit heavi hand messag time visual flair wax poetic far much tast
2237	0	0	0.45133571563305636	less fresh
2238	0	0	0.4872929291495365	kiss want desper come fanci film typic problem averag peopl set world far inhabit
2239	1	1	0.6734421313598	much adapt nick hornbi novel charm effortless pleasur featherweight charm
2240	1	1	0.7406080270993239	pictur run mere minut glanc head turner thought write beauti read final deepli human
2241	0	0	0.46344027052080056	worthless pseudo rock video open idioci last frame
2242	1	0	0.3967493829939915	certainli entertain ride mani talki slow scene seem miss sens real magic perhap
2243	0	1	0.5009447825620927	payami tri rais seriou issu iran elector process result film subtl parti polit broadcast
2244	0	1	0.5770807294375396	violent vulgar forgett entertain
2245	1	1	0.8393621883479135	compel pre-wwii drama vivid charact warm move messag
2246	0	0	0.4674216400225447	kind spectacularli misconc enterpris sophist cinephil perpetr
2247	0	0	0.36545817997054497	enorm comic potenti oafish idiot imperson aristocrat remain sadli unreal
2248	1	1	0.5615307462042679	sound mere diseas week tv movi song martin make infinit wrench perform real life spous seldahl wollter
2249	0	0	0.4014882873358986	fluffi neo noir hide cutesi film refer
2250	0	0	0.4140090437749396	rather superfici arthous middl brow film know pleas crowd well
2251	0	0	0.4519933283705811	trap present frighten compel scenario give parent paus terribl happen
2252	0	0	0.22742885664607	kiddi orient stinker bad even catch gum stick seat tri sneak theater
2253	1	1	0.669960837819852	bourn ident return tradit action genr
2254	1	1	0.6885395098368312	make compel provoc prescient view
2255	0	0	0.17347813320961747	anem pretenti
2256	0	0	0.30614130695812863	sum part equal larg confus mediocr
2257	1	0	0.34971175433118235	melodrama messag
2258	1	1	0.9001434690511533	quietli reflect melancholi new zealand film event summer year old girl life
2259	1	1	0.6785223513897635	enjoy dumb sweet intermitt hilari tast quirki steal glimps
2260	0	0	0.24312110349601523	camouflag carvey consid paper bag wear head go public avoid recogn man bilk unsuspect moviego
2261	0	0	0.4885366731077031	devoid joy energi make even jason look posit shakesperean comparison
2262	1	1	0.7203513230262043	stay clear remind true stori like helluva time movi
2263	1	1	0.8454350421768095	film scenario certainli earthshak depict fluctuat femal sexual win lead perform charm spare
2264	0	0	0.20858503292607503	predict stereotyp littl b-movi
2265	0	0	0.44950720354061746	new film anton chekhov cherri orchard put ick classic
2266	0	0	0.43110253235731427	big fat pain
2267	0	0	0.32983182024990676	movi scorses mean street redon ignor favor old juvenil delinqu paperback titl leather warrior switchblad sexpot
2268	0	0	0.3792935299017722	boy spar success blow dump guei wear stori cerebr likabl plot element
2269	0	0	0.21261115367939842	movi fail make part realiti fail basic relev test well
2270	1	1	0.7773412536862542	fast move remark film appear destin becom landmark japanes anim
2271	1	0	0.4599211180416661	divertida delicia
2272	0	0	0.41821545208169264	sure take longer heal go johnni knoxvil stomach riot control projectil tortur psych
2273	0	0	0.25500612299990627	bit unwieldi mess
2274	0	0	0.32254961114204994	gayton script telegraph everi discoveri layer gloss conveni
2275	1	1	0.9183097594942583	movi touch heart child adult well bring audienc edg seat
2276	0	0	0.0721603568676793	sever uninterest unlik peopl bad thing unfaith charact movi care
2277	0	0	0.3241476924224275	rifkin doubt fanci hubert selbi jr ounc honest poetri entir script simpli crude unrelentingli exploit
2278	1	1	0.7542135482860729	go see enjoy
2279	1	1	0.6642358399485211	outstand film good enough like appreci sailor folk know way submarin
2280	0	0	0.1806974789641504	static sugari littl half hour school special interfaith understand stretch minut
2281	0	0	0.3618811575081544	mandel holland direct uninspir scrip unsurpris perform phifer black ultim win find wish anoth movi
2282	1	1	0.6305023415340262	kind film appeal mainstream american audienc certain charm film make suitabl entri fest circuit
2283	1	1	0.6069021967970214	film sens imageri give terribl strength propel act
2284	0	0	0.44568845969288384	movi genial never inspir littl stay
2285	1	1	0.6917194177734043	film darkli atmospher herrmann quietli suggest sad obsess hearst forc avuncular chortl
2286	1	0	0.36777129502843603	ou get love disney pic littl cleavag one heroin feisti principl jane
2287	1	0	0.4855927708611846	one singl perform award worthi expect less bunch
2288	1	0	0.49278559625461227	witless watchabl
2289	0	0	0.43729825985723114	easi swipe take barbershop make cut
2290	0	0	0.10259006472319372	suffer rambl repetit dialogu visual drab endem digit video
2291	0	0	0.3187975090780455	horribl
2292	0	1	0.7130919059867326	enchant low life tragedi liber season emot outburst sore miss howev edg wild lunat invent associ cage best act
2293	0	0	0.2760988533479816	main charact simpli name husband wife kidnapp emphas disappointingli gener natur entir effort
2294	1	1	0.5949113962100671	bracingli truth antidot hollywood teenag movi slather clearasil blemish youth captur combust mixtur chaf inner loneli desper grandios tend character puberti
2295	0	0	0.14203572353833946	frustrat see guy obvious pretti clever wast talent parodi thing probabl think funniest high
2296	0	1	0.5292860113474289	old fashion screenwrit parlanc ms shreve novel prove difficult text lick effort first rate cast
2297	0	0	0.38827964354721556	thriller thrill mysteri devoid urgent question
2298	1	1	0.515785917656131	rare movi crisp point novel base
2299	0	1	0.7373079929494788	warm hash
2300	1	1	0.7874403541771463	unusu food think cinema entertain instruct
2301	0	0	0.2791448835118137	film feel conceiv shoot fli lunch break shearer radio show simpson voic
2302	0	0	0.4018102268897706	mark wahlberg look classi homag pokepi hat charact dri dri dri
2303	1	1	0.5891769115414064	brilliantli write well act yellow asphalt uncompromis film
2304	0	1	0.5296757854486026	empir make mind want gangster flick art film work either
2305	1	1	0.5862264976216386	end word best describ film honest
2306	1	1	0.5258174893677356	sight spaceship launch pad duli impress imax dimens shot astronaut float cabin
2307	1	1	0.5231210816978017	otherwis intens twist turn thriller certainli hurt talent young gaghan resum
2308	0	0	0.309438706339509	run mill action flick
2309	1	1	0.5868532356230537	avers usual feel good follow dream hollywood fantasi one get
2310	0	0	0.4694665267022421	non-mysteri mysteri
2311	1	1	0.7373048891225598	enorm entertain movi ever see yet complet familiar
2312	1	1	0.5228258943271522	like roger quickli recogn big part go movi
2313	0	1	0.8029776792753831	road perdit love strang excel
2314	1	0	0.3953090574833754	wife actress moment look comic effect jealousi end though mildli amus much
2315	1	1	0.6558307614110735	engag simplic drive appeal lead
2316	1	1	0.7029939805090115	intrigu stylish
2317	1	1	0.7073883675331226	sayl eye way peopl differ ethnic talk group
2318	0	0	0.46497043127766635	weirdli broomfield compel new materi unveil end endless scene wheedl reluct wit point camera smear windshield rental car
2319	1	1	0.8099750081716757	emot raw strike nerv ever famili trauma
2320	1	1	0.5916186931187992	niccol filmmak merg collabor symbol imag word insinu exampl hollywood god speak press
2321	0	0	0.24753954994860453	slop even potenti cult film loud shout insult screen
2322	0	0	0.17048229681075291	mild meander teen flick
2323	0	1	0.6047955483262798	weird reson actor role exactli flatter
